chr	start	end	compartment	satellite	gene	Rloop_pos	RAD51_pos	RPA1A_pos	gH2AX_pos
Chr2	2098000	2099000	rDNA	0	0	0	1	1	0
Chr2	2099000	2100000	rDNA	0	0	1	1	1	0
Chr2	2101000	2102000	rDNA	0	0	0	1	1	1
Chr2	2102000	2103000	rDNA	0	0	0	0	0	1
Chr2	2103000	2104000	rDNA	0	0	0	0	0	0
Chr2	2104000	2105000	rDNA	0	0	0	0	0	0
Chr2	2105000	2106000	rDNA	0	0	0	0	0	0
Chr2	2106000	2107000	rDNA	0	0	0	1	0	1
Chr2	2107000	2108000	rDNA	0	0	0	0	1	1
Chr2	2110000	2111000	rDNA	0	0	1	0	0	0
Chr2	2111000	2112000	rDNA	0	0	0	0	1	0
Chr2	2112000	2113000	rDNA	0	0	0	1	1	0
Chr2	2113000	2114000	rDNA	0	0	0	1	0	0
Chr2	2114000	2115000	rDNA	0	0	1	0	0	0
Chr2	2117000	2118000	rDNA	0	0	0	0	0	0
Chr2	2118000	2119000	rDNA	0	0	0	0	0	0
Chr2	2119000	2120000	rDNA	0	0	1	0	0	0
Chr2	2121000	2122000	rDNA	0	0	0	1	1	0
Chr2	2122000	2123000	rDNA	0	0	0	1	0	0
Chr2	2123000	2124000	rDNA	0	0	0	0	0	0
Chr2	2124000	2125000	rDNA	0	0	0	0	0	1
Chr2	2125000	2126000	rDNA	0	0	0	1	1	0
Chr2	2126000	2127000	rDNA	0	0	1	0	1	0
Chr2	2127000	2128000	rDNA	0	0	0	0	0	0
Chr2	2128000	2129000	rDNA	0	0	0	0	0	0
Chr2	2129000	2130000	rDNA	0	0	1	0	0	0
Chr2	2130000	2131000	rDNA	0	0	1	0	0	0
Chr2	2131000	2132000	rDNA	0	0	0	0	0	0
Chr2	2132000	2133000	rDNA	0	0	0	1	1	0
Chr2	2134000	2135000	rDNA	0	0	0	0	0	0
Chr2	2136000	2137000	rDNA	0	0	0	1	0	1
Chr2	2137000	2138000	rDNA	0	0	0	1	1	0
Chr2	2141000	2142000	rDNA	0	0	0	1	0	0
Chr2	2142000	2143000	rDNA	0	0	0	0	1	0
Chr2	2143000	2144000	rDNA	0	0	0	0	0	0
Chr2	2144000	2145000	rDNA	0	0	0	0	0	1
Chr2	2145000	2146000	rDNA	0	0	0	0	0	1
Chr2	2147000	2148000	rDNA	0	0	1	0	1	0
Chr2	2148000	2149000	rDNA	0	0	0	0	0	0
Chr2	2150000	2151000	rDNA	0	0	1	0	0	1
Chr2	2152000	2153000	rDNA	0	0	1	0	0	0
Chr2	2153000	2154000	rDNA	0	0	0	0	0	0
Chr2	2154000	2155000	rDNA	0	0	0	0	0	0
Chr2	2155000	2156000	rDNA	0	0	0	1	1	1
Chr2	2157000	2158000	rDNA	0	0	1	0	0	0
Chr2	2158000	2159000	rDNA	0	0	0	0	0	0
Chr2	2159000	2160000	rDNA	0	0	1	0	0	0
Chr2	2160000	2161000	rDNA	0	0	0	0	0	0
Chr2	2161000	2162000	rDNA	0	0	1	0	0	0
Chr2	2162000	2163000	rDNA	0	0	0	1	1	0
Chr2	2163000	2164000	rDNA	0	0	0	1	1	0
Chr2	2164000	2165000	rDNA	0	0	0	0	0	1
Chr2	2165000	2166000	rDNA	0	0	0	0	0	0
Chr2	2168000	2169000	rDNA	0	0	0	0	0	0
Chr2	2169000	2170000	rDNA	0	0	0	0	0	0
Chr2	2170000	2171000	rDNA	0	0	0	1	1	0
Chr2	2171000	2172000	rDNA	0	0	0	0	0	0
Chr2	2172000	2173000	rDNA	0	0	1	1	1	0
Chr2	2173000	2174000	rDNA	0	0	0	0	0	1
Chr2	2174000	2175000	rDNA	0	0	0	1	0	0
Chr2	2175000	2176000	rDNA	0	0	0	0	0	1
Chr2	2176000	2177000	rDNA	0	0	0	0	1	1
Chr2	2179000	2180000	rDNA	0	0	0	0	1	0
Chr2	2183000	2184000	rDNA	0	0	0	1	0	0
Chr2	2184000	2185000	rDNA	0	0	0	1	1	0
Chr2	2185000	2186000	rDNA	0	0	0	0	0	0
Chr2	2186000	2187000	rDNA	0	0	0	0	0	0
Chr2	2187000	2188000	rDNA	0	0	0	0	0	0
Chr2	2189000	2190000	rDNA	0	0	0	0	0	1
Chr2	2190000	2191000	rDNA	0	0	0	0	1	0
Chr2	2192000	2193000	rDNA	0	0	1	0	0	1
Chr2	2193000	2194000	rDNA	0	0	1	1	1	1
Chr2	2194000	2195000	rDNA	0	0	0	0	0	0
Chr2	2195000	2196000	rDNA	0	0	0	0	0	1
Chr2	2196000	2197000	rDNA	0	0	0	1	1	1
Chr2	2197000	2198000	rDNA	0	0	0	1	1	1
Chr2	2198000	2199000	rDNA	0	0	0	0	0	0
Chr2	2199000	2200000	rDNA	0	0	0	0	0	0
Chr2	2201000	2202000	rDNA	0	0	0	0	0	0
Chr2	2203000	2204000	rDNA	0	0	0	0	0	1
Chr2	2204000	2205000	rDNA	0	0	0	0	0	0
Chr2	2206000	2207000	rDNA	0	0	0	0	0	1
Chr2	2207000	2208000	rDNA	0	0	1	1	1	0
Chr2	2208000	2209000	rDNA	0	0	1	0	0	0
Chr2	2209000	2210000	rDNA	0	0	0	0	0	0
Chr2	2210000	2211000	rDNA	0	0	0	1	1	0
Chr2	2211000	2212000	rDNA	0	0	1	1	0	0
Chr2	2213000	2214000	rDNA	0	0	0	0	0	1
Chr2	2214000	2215000	rDNA	0	0	0	0	0	0
Chr2	2215000	2216000	rDNA	0	0	0	1	1	0
Chr2	2216000	2217000	rDNA	0	0	0	1	1	1
Chr2	2217000	2218000	rDNA	0	0	0	0	0	1
Chr2	2218000	2219000	rDNA	0	0	0	0	0	0
Chr2	2220000	2221000	rDNA	0	0	1	0	0	0
Chr2	2222000	2223000	rDNA	0	0	0	0	0	0
Chr2	2223000	2224000	rDNA	0	0	0	0	0	0
Chr2	2224000	2225000	rDNA	0	0	0	0	0	0
Chr2	2225000	2226000	rDNA	0	0	0	0	0	0
Chr2	2226000	2227000	rDNA	0	0	0	0	1	1
Chr2	2227000	2228000	rDNA	0	0	0	0	1	0
Chr2	2228000	2229000	rDNA	0	0	0	0	1	0
Chr2	2235000	2236000	rDNA	0	0	0	0	0	1
Chr2	2236000	2237000	rDNA	0	0	0	0	0	0
Chr2	2237000	2238000	rDNA	0	0	0	1	0	0
Chr2	2239000	2240000	rDNA	0	0	0	0	0	0
Chr2	2240000	2241000	rDNA	0	0	1	0	1	0
Chr2	2241000	2242000	rDNA	0	0	0	1	0	1
Chr2	2242000	2243000	rDNA	0	0	0	1	1	0
Chr2	2243000	2244000	rDNA	0	0	0	0	0	0
Chr2	2244000	2245000	rDNA	0	0	0	0	0	0
Chr2	2245000	2246000	rDNA	0	0	0	0	0	0
Chr2	2246000	2247000	rDNA	0	0	0	1	1	0
Chr2	2247000	2248000	rDNA	0	0	0	0	0	0
Chr2	2248000	2249000	rDNA	0	0	1	0	0	0
Chr2	2250000	2251000	rDNA	0	0	0	0	0	1
Chr2	2251000	2252000	rDNA	0	0	0	0	1	0
Chr2	2252000	2253000	rDNA	0	0	0	0	0	0
Chr2	2253000	2254000	rDNA	0	0	0	0	0	0
Chr2	2254000	2255000	rDNA	0	0	1	0	0	0
Chr2	2255000	2256000	rDNA	0	0	0	0	0	0
Chr2	2256000	2257000	rDNA	0	0	1	0	0	0
Chr2	2257000	2258000	rDNA	0	0	0	0	0	0
Chr2	2259000	2260000	rDNA	0	0	0	0	0	0
Chr2	2260000	2261000	rDNA	0	0	0	0	0	0
Chr2	2261000	2262000	rDNA	0	0	0	0	0	1
Chr2	2262000	2263000	rDNA	0	0	0	0	0	0
Chr2	2263000	2264000	rDNA	0	0	1	0	0	0
Chr2	2264000	2265000	rDNA	0	0	0	1	1	0
Chr2	2265000	2266000	rDNA	0	0	0	1	1	0
Chr2	2268000	2269000	rDNA	0	0	0	1	0	0
Chr2	2269000	2270000	rDNA	0	0	0	0	0	0
Chr2	2270000	2271000	rDNA	0	0	0	0	0	1
Chr2	2271000	2272000	rDNA	0	0	0	1	1	0
Chr2	2272000	2273000	rDNA	0	0	0	0	0	0
Chr2	2273000	2274000	rDNA	0	0	0	0	1	0
Chr2	2274000	2275000	rDNA	0	0	0	0	0	0
Chr2	2277000	2278000	rDNA	0	0	1	0	0	1
Chr2	2278000	2279000	rDNA	0	0	0	1	1	1
Chr2	2279000	2280000	rDNA	0	0	0	0	0	1
Chr2	2281000	2282000	rDNA	0	0	0	1	1	1
Chr2	2282000	2283000	rDNA	0	0	0	0	0	0
Chr2	2283000	2284000	rDNA	0	0	0	0	0	0
Chr2	2285000	2286000	rDNA	0	0	1	1	0	1
Chr2	2287000	2288000	rDNA	0	0	0	0	0	1
Chr2	2288000	2289000	rDNA	0	0	0	0	0	0
Chr2	2289000	2290000	rDNA	0	0	0	0	0	1
Chr2	2290000	2291000	rDNA	0	0	0	1	0	0
Chr2	2291000	2292000	rDNA	0	0	0	0	0	1
Chr2	2292000	2293000	rDNA	0	0	1	1	0	1
Chr2	2293000	2294000	rDNA	0	0	0	0	0	0
Chr2	2295000	2296000	rDNA	0	0	1	1	1	0
Chr2	2296000	2297000	rDNA	0	0	1	0	1	0
Chr2	2297000	2298000	rDNA	0	0	0	1	0	0
Chr2	2298000	2299000	rDNA	0	0	0	1	1	0
Chr2	2300000	2301000	rDNA	0	0	0	0	0	0
Chr2	2301000	2302000	rDNA	0	0	0	0	0	0
Chr2	2302000	2303000	rDNA	0	0	0	0	0	0
Chr2	2303000	2304000	rDNA	0	0	0	1	1	0
Chr2	2304000	2305000	rDNA	0	0	1	0	0	0
Chr2	2305000	2306000	rDNA	0	0	1	0	1	0
Chr2	2306000	2307000	rDNA	0	0	0	0	0	0
Chr2	2307000	2308000	rDNA	0	0	0	1	1	0
Chr2	2308000	2309000	rDNA	0	0	0	0	1	0
Chr2	2309000	2310000	rDNA	0	0	0	0	0	0
Chr2	2310000	2311000	rDNA	0	0	0	0	0	1
Chr2	2311000	2312000	rDNA	0	0	0	1	0	0
Chr2	2312000	2313000	rDNA	0	0	0	0	0	0
Chr2	2313000	2314000	rDNA	0	0	0	1	0	0
Chr2	2314000	2315000	rDNA	0	0	1	0	0	0
Chr2	2315000	2316000	rDNA	0	0	1	0	0	0
Chr2	2316000	2317000	rDNA	0	0	0	1	1	0
Chr2	2317000	2318000	rDNA	0	0	0	0	0	0
Chr2	2319000	2320000	rDNA	0	0	0	0	0	1
Chr2	2320000	2321000	rDNA	0	0	1	0	0	1
Chr2	2321000	2322000	rDNA	0	0	0	1	0	0
Chr2	2323000	2324000	rDNA	0	0	1	0	1	0
Chr2	2325000	2326000	rDNA	0	0	0	1	0	0
Chr2	2326000	2327000	rDNA	0	0	0	0	0	0
Chr2	2327000	2328000	rDNA	0	0	0	0	1	1
Chr2	2328000	2329000	rDNA	0	0	0	1	1	0
Chr2	2330000	2331000	rDNA	0	0	0	1	1	0
Chr2	2331000	2332000	rDNA	0	0	0	1	1	0
Chr2	2332000	2333000	rDNA	0	0	0	0	1	0
Chr2	2333000	2334000	rDNA	0	0	1	0	0	1
Chr2	2334000	2335000	rDNA	0	0	0	0	0	1
Chr2	2335000	2336000	rDNA	0	0	0	1	1	0
Chr2	2336000	2337000	rDNA	0	0	0	0	0	0
Chr2	2337000	2338000	rDNA	0	0	0	0	0	0
Chr2	2338000	2339000	rDNA	0	0	0	0	0	0
Chr2	2339000	2340000	rDNA	0	0	0	0	0	0
Chr2	2340000	2341000	rDNA	0	0	0	0	0	0
Chr2	2342000	2343000	rDNA	0	0	1	0	0	0
Chr2	2343000	2344000	rDNA	0	0	1	0	0	0
Chr2	2344000	2345000	rDNA	0	0	0	1	1	0
Chr2	2345000	2346000	rDNA	0	0	0	1	1	1
Chr2	2347000	2348000	rDNA	0	0	0	0	0	1
Chr2	2348000	2349000	rDNA	0	0	0	1	1	0
Chr2	2349000	2350000	rDNA	0	0	0	0	0	0
Chr2	2350000	2351000	rDNA	0	0	1	1	0	0
Chr2	2351000	2352000	rDNA	0	0	1	1	0	0
Chr2	2352000	2353000	rDNA	0	0	1	0	0	0
Chr2	2353000	2354000	rDNA	0	0	0	0	1	0
Chr2	2354000	2355000	rDNA	0	0	0	0	0	0
Chr2	2355000	2356000	rDNA	0	0	0	0	0	0
Chr2	2356000	2357000	rDNA	0	0	0	0	0	1
Chr2	2357000	2358000	rDNA	0	0	1	0	0	0
Chr2	2358000	2359000	rDNA	0	0	1	0	0	0
Chr2	2360000	2361000	rDNA	0	0	0	0	0	0
Chr2	2361000	2362000	rDNA	0	0	0	0	1	0
Chr2	2362000	2363000	rDNA	0	0	1	0	0	0
Chr2	2364000	2365000	rDNA	0	0	0	0	1	0
Chr2	2365000	2366000	rDNA	0	0	0	0	0	0
Chr2	2366000	2367000	rDNA	0	0	0	1	1	0
Chr2	2368000	2369000	rDNA	0	0	0	0	0	1
Chr2	2370000	2371000	rDNA	0	0	0	0	1	0
Chr2	2371000	2372000	rDNA	0	0	0	1	1	0
Chr2	2372000	2373000	rDNA	0	0	1	0	0	0
Chr2	2373000	2374000	rDNA	0	0	1	0	0	0
Chr2	2374000	2375000	rDNA	0	0	1	1	1	1
Chr2	2375000	2376000	rDNA	0	0	0	0	0	0
Chr2	2376000	2377000	rDNA	0	0	0	0	0	0
Chr2	2377000	2378000	rDNA	0	0	0	1	1	0
Chr2	2378000	2379000	rDNA	0	0	0	0	0	0
Chr2	2379000	2380000	rDNA	0	0	1	0	0	1
Chr2	2380000	2381000	rDNA	0	0	1	0	0	0
Chr2	2381000	2382000	rDNA	0	0	0	0	0	0
Chr2	2382000	2383000	rDNA	0	0	0	0	0	1
Chr2	2383000	2384000	rDNA	0	0	0	0	1	1
Chr2	2387000	2388000	rDNA	0	0	0	0	0	0
Chr2	2388000	2389000	rDNA	0	0	0	0	0	0
Chr2	2389000	2390000	rDNA	0	0	0	0	1	0
Chr2	2390000	2391000	rDNA	0	0	0	0	0	1
Chr2	2391000	2392000	rDNA	0	0	0	0	0	0
Chr2	2393000	2394000	rDNA	0	0	0	0	0	0
Chr2	2395000	2396000	rDNA	0	0	0	0	0	0
Chr2	2397000	2398000	rDNA	0	0	0	0	0	1
Chr2	2398000	2399000	rDNA	0	0	0	1	1	0
Chr2	2399000	2400000	rDNA	0	0	0	1	1	0
Chr2	2400000	2401000	rDNA	0	0	0	0	0	0
Chr2	2401000	2402000	rDNA	0	0	0	0	0	0
Chr2	2403000	2404000	rDNA	0	0	1	0	0	0
Chr2	2407000	2408000	rDNA	0	0	0	0	0	0
Chr2	2408000	2409000	rDNA	0	0	0	0	0	0
Chr2	2409000	2410000	rDNA	0	0	0	0	1	1
Chr2	2410000	2411000	rDNA	0	0	0	0	0	0
Chr2	2411000	2412000	rDNA	0	0	0	1	0	1
Chr2	2413000	2414000	rDNA	0	0	1	1	0	0
Chr2	2414000	2415000	rDNA	0	0	0	1	1	0
Chr2	2416000	2417000	rDNA	0	0	0	0	0	0
Chr2	2421000	2422000	rDNA	0	0	0	1	1	0
Chr2	2422000	2423000	rDNA	0	0	0	0	0	1
Chr2	2424000	2425000	rDNA	0	0	0	0	1	0
Chr2	2425000	2426000	rDNA	0	0	0	1	0	0
Chr2	2426000	2427000	rDNA	0	0	0	0	1	0
Chr2	2428000	2429000	rDNA	0	0	0	0	1	0
Chr2	2429000	2430000	rDNA	0	0	0	0	1	0
Chr2	2430000	2431000	rDNA	0	0	0	0	0	0
Chr2	2431000	2432000	rDNA	0	0	0	0	0	1
Chr2	2432000	2433000	rDNA	0	0	0	0	1	1
Chr2	2434000	2435000	rDNA	0	0	0	0	0	0
Chr2	2435000	2436000	rDNA	0	0	0	0	0	0
Chr2	2437000	2438000	rDNA	0	0	0	0	0	1
Chr2	2438000	2439000	rDNA	0	0	1	0	1	0
Chr2	2439000	2440000	rDNA	0	0	0	0	0	0
Chr2	2440000	2441000	rDNA	0	0	0	1	0	0
Chr2	2441000	2442000	rDNA	0	0	0	0	0	0
Chr2	2442000	2443000	rDNA	0	0	0	1	1	0
Chr2	2445000	2446000	rDNA	0	0	0	1	1	0
Chr2	2446000	2447000	rDNA	0	0	0	0	0	0
Chr2	2447000	2448000	rDNA	0	0	0	1	0	0
Chr2	2449000	2450000	rDNA	0	0	0	1	0	0
Chr2	2450000	2451000	rDNA	0	0	0	1	1	0
Chr2	2451000	2452000	rDNA	0	0	0	0	0	0
Chr2	2452000	2453000	rDNA	0	0	0	0	0	0
Chr2	2453000	2454000	rDNA	0	0	0	0	0	1
Chr2	2455000	2456000	rDNA	0	0	0	1	0	1
Chr2	2456000	2457000	rDNA	0	0	0	0	0	0
Chr2	2460000	2461000	rDNA	0	0	0	0	0	0
Chr2	2461000	2462000	rDNA	0	0	0	1	1	0
Chr2	2463000	2464000	rDNA	0	0	0	1	1	0
Chr2	2465000	2466000	rDNA	0	0	0	0	0	0
Chr2	2466000	2467000	rDNA	0	0	0	0	0	0
Chr2	2468000	2469000	rDNA	0	0	0	0	0	0
Chr2	2470000	2471000	rDNA	0	0	0	0	0	0
Chr2	2471000	2472000	rDNA	0	0	0	0	0	0
Chr2	2472000	2473000	rDNA	0	0	0	0	0	0
Chr2	2473000	2474000	rDNA	0	0	0	0	0	0
Chr2	2474000	2475000	rDNA	0	0	0	0	0	0
Chr2	2476000	2477000	rDNA	0	0	0	0	0	0
Chr2	2477000	2478000	rDNA	0	0	0	0	0	0
Chr2	2481000	2482000	rDNA	0	0	0	0	0	0
Chr2	2482000	2483000	rDNA	0	0	0	0	0	0
Chr2	2483000	2484000	rDNA	0	0	0	0	0	1
Chr2	2484000	2485000	rDNA	0	0	0	0	0	0
Chr2	2486000	2487000	rDNA	0	0	0	0	0	0
Chr2	2487000	2488000	rDNA	0	0	0	0	0	0
Chr2	2489000	2490000	rDNA	0	0	0	0	0	0
Chr2	2490000	2491000	rDNA	0	0	1	0	0	0
Chr2	2491000	2492000	rDNA	0	0	0	0	0	1
Chr2	2492000	2493000	rDNA	0	0	0	0	0	0
Chr2	2493000	2494000	rDNA	0	0	0	1	0	0
Chr2	2494000	2495000	rDNA	0	0	0	0	0	1
Chr2	2496000	2497000	rDNA	0	0	0	1	1	0
Chr2	2497000	2498000	rDNA	0	0	0	0	1	0
Chr2	2498000	2499000	rDNA	0	0	1	0	1	0
Chr2	2500000	2501000	rDNA	0	0	0	0	0	1
Chr2	2501000	2502000	rDNA	0	0	0	1	0	0
Chr2	2502000	2503000	rDNA	0	0	0	0	1	0
Chr2	2503000	2504000	rDNA	0	0	0	0	0	1
Chr2	2504000	2505000	rDNA	0	0	0	0	0	0
Chr2	2505000	2506000	rDNA	0	0	0	1	1	0
Chr2	2506000	2507000	rDNA	0	0	0	1	1	0
Chr2	2507000	2508000	rDNA	0	0	0	1	0	0
Chr2	2508000	2509000	rDNA	0	0	1	0	0	0
Chr2	2509000	2510000	rDNA	0	0	1	0	0	0
Chr2	2510000	2511000	rDNA	0	0	0	0	0	1
Chr2	2511000	2512000	rDNA	0	0	0	1	1	0
Chr2	2513000	2514000	rDNA	0	0	0	0	0	0
Chr2	2515000	2516000	rDNA	0	0	0	0	1	0
Chr2	2516000	2517000	rDNA	0	0	0	0	1	0
Chr2	2517000	2518000	rDNA	0	0	1	0	1	0
Chr2	2518000	2519000	rDNA	0	0	0	1	1	1
Chr2	2520000	2521000	rDNA	0	0	0	0	0	0
Chr2	2521000	2522000	rDNA	0	0	0	0	0	0
Chr2	2522000	2523000	rDNA	0	0	0	1	0	1
Chr2	2523000	2524000	rDNA	0	0	0	0	0	0
Chr2	2524000	2525000	rDNA	0	0	0	0	0	0
Chr2	2526000	2527000	rDNA	0	0	0	0	0	1
Chr2	2527000	2528000	rDNA	0	0	0	1	0	1
Chr2	2530000	2531000	rDNA	0	0	1	0	0	1
Chr2	2531000	2532000	rDNA	0	0	0	1	0	0
Chr2	2532000	2533000	rDNA	0	0	0	1	0	0
Chr2	2533000	2534000	rDNA	0	0	0	0	0	0
Chr2	2534000	2535000	rDNA	0	0	0	1	0	1
Chr2	2536000	2537000	rDNA	0	0	0	1	0	0
Chr2	2537000	2538000	rDNA	0	0	0	1	0	0
Chr2	2538000	2539000	rDNA	0	0	0	0	0	0
Chr2	2539000	2540000	rDNA	0	0	0	0	0	0
Chr2	2541000	2542000	rDNA	0	0	0	0	0	0
Chr2	2542000	2543000	rDNA	0	0	0	0	0	1
Chr2	2543000	2544000	rDNA	0	0	0	0	0	1
Chr2	2544000	2545000	rDNA	0	0	0	1	0	0
Chr2	2547000	2548000	rDNA	0	0	1	0	0	1
Chr2	2548000	2549000	rDNA	0	0	0	0	0	0
Chr2	2549000	2550000	rDNA	0	0	0	1	0	0
Chr2	2551000	2552000	rDNA	0	0	1	0	0	0
Chr2	2552000	2553000	rDNA	0	0	0	0	0	0
Chr2	2553000	2554000	rDNA	0	0	0	0	0	0
Chr2	2554000	2555000	rDNA	0	0	0	0	0	1
Chr2	2555000	2556000	rDNA	0	0	0	1	0	0
Chr2	2558000	2559000	rDNA	0	0	0	1	1	1
Chr2	2559000	2560000	rDNA	0	0	0	0	0	0
Chr2	2560000	2561000	rDNA	0	0	0	0	0	0
Chr2	2562000	2563000	rDNA	0	0	0	1	1	0
Chr2	2563000	2564000	rDNA	0	0	0	0	0	1
Chr2	2564000	2565000	rDNA	0	0	0	0	0	1
Chr2	2565000	2566000	rDNA	0	0	0	1	1	0
Chr2	2566000	2567000	rDNA	0	0	1	0	0	0
Chr2	2567000	2568000	rDNA	0	0	1	1	1	0
Chr2	2568000	2569000	rDNA	0	0	0	0	1	0
Chr2	2571000	2572000	rDNA	0	0	0	0	0	0
Chr2	2572000	2573000	rDNA	0	0	0	1	0	0
Chr2	2573000	2574000	rDNA	0	0	0	1	0	0
Chr2	2575000	2576000	rDNA	0	0	0	0	0	0
Chr2	2576000	2577000	rDNA	0	0	0	1	0	0
Chr2	2577000	2578000	rDNA	0	0	1	0	0	0
Chr2	2578000	2579000	rDNA	0	0	0	1	0	0
Chr2	2580000	2581000	rDNA	0	0	0	0	1	0
Chr2	2585000	2586000	rDNA	0	0	0	0	0	0
Chr2	2587000	2588000	rDNA	0	0	0	1	0	0
Chr2	2588000	2589000	rDNA	0	0	0	1	0	0
Chr2	2589000	2590000	rDNA	0	0	0	1	0	0
Chr2	2591000	2592000	rDNA	0	0	1	0	0	0
Chr2	2592000	2593000	rDNA	0	0	0	0	0	0
Chr2	2593000	2594000	rDNA	0	0	0	0	1	0
Chr2	2594000	2595000	rDNA	0	0	0	0	0	0
Chr2	2595000	2596000	rDNA	0	0	0	1	0	1
Chr2	2597000	2598000	rDNA	0	0	1	0	0	0
Chr2	2598000	2599000	rDNA	0	0	0	0	0	0
Chr2	2601000	2602000	rDNA	0	0	1	0	0	1
Chr2	2602000	2603000	rDNA	0	0	0	1	1	0
Chr2	2603000	2604000	rDNA	0	0	0	1	1	0
Chr2	2605000	2606000	rDNA	0	0	0	0	0	1
Chr2	2606000	2607000	rDNA	0	0	0	1	1	0
Chr2	2608000	2609000	rDNA	0	0	1	0	0	0
Chr2	2609000	2610000	rDNA	0	0	0	0	1	0
Chr2	2610000	2611000	rDNA	0	0	1	1	1	0
Chr2	2612000	2613000	rDNA	0	0	1	0	0	0
Chr2	2613000	2614000	rDNA	0	0	0	1	1	1
Chr2	2614000	2615000	rDNA	0	0	0	1	1	0
Chr2	2615000	2616000	rDNA	0	0	0	1	0	0
Chr2	2616000	2617000	rDNA	0	0	0	0	1	0
Chr2	2617000	2618000	rDNA	0	0	0	0	0	0
Chr2	2618000	2619000	rDNA	0	0	0	1	1	0
Chr2	2622000	2623000	rDNA	0	0	0	0	0	1
Chr2	2623000	2624000	rDNA	0	0	0	0	1	0
Chr2	2624000	2625000	rDNA	0	0	0	1	1	0
Chr2	2625000	2626000	rDNA	0	0	0	0	0	0
Chr2	2626000	2627000	rDNA	0	0	0	0	0	1
Chr2	2628000	2629000	rDNA	0	0	0	0	1	0
Chr2	2629000	2630000	rDNA	0	0	0	0	0	1
Chr2	2630000	2631000	rDNA	0	0	1	0	0	1
Chr2	2632000	2633000	rDNA	0	0	0	1	1	0
Chr2	2633000	2634000	rDNA	0	0	0	0	0	0
Chr2	2634000	2635000	rDNA	0	0	0	0	0	1
Chr2	2635000	2636000	rDNA	0	0	0	0	0	1
Chr2	2636000	2637000	rDNA	0	0	0	1	1	0
Chr2	2637000	2638000	rDNA	0	0	0	1	1	0
Chr2	2638000	2639000	rDNA	0	0	0	0	1	0
Chr2	2639000	2640000	rDNA	0	0	0	1	1	0
Chr2	2641000	2642000	rDNA	0	0	0	0	0	0
Chr2	2642000	2643000	rDNA	0	0	1	1	0	0
Chr2	2643000	2644000	rDNA	0	0	0	1	1	0
Chr2	2644000	2645000	rDNA	0	0	0	0	1	0
Chr2	2645000	2646000	rDNA	0	0	0	0	0	0
Chr2	2646000	2647000	rDNA	0	0	0	0	0	0
Chr2	2649000	2650000	rDNA	0	0	0	0	0	0
Chr2	2650000	2651000	rDNA	0	0	0	1	0	0
Chr2	2651000	2652000	rDNA	0	0	1	0	1	0
Chr2	2653000	2654000	rDNA	0	0	0	0	0	1
Chr2	2654000	2655000	rDNA	0	0	0	0	0	0
Chr2	2655000	2656000	rDNA	0	0	0	0	0	0
Chr2	2656000	2657000	rDNA	0	0	0	0	0	0
Chr2	2657000	2658000	rDNA	0	0	0	0	0	0
Chr2	2659000	2660000	rDNA	0	0	0	0	1	0
Chr2	2660000	2661000	rDNA	0	0	0	0	0	0
Chr2	2664000	2665000	rDNA	0	0	0	0	0	0
Chr2	2665000	2666000	rDNA	0	0	0	0	1	0
Chr2	2666000	2667000	rDNA	0	0	0	0	0	0
Chr2	2667000	2668000	rDNA	0	0	0	0	0	0
Chr2	2670000	2671000	rDNA	0	0	0	1	1	0
Chr2	2671000	2672000	rDNA	0	0	0	1	1	0
Chr2	2674000	2675000	rDNA	0	0	1	0	0	0
Chr2	2675000	2676000	rDNA	0	0	0	0	1	1
Chr2	2676000	2677000	rDNA	0	0	0	0	0	0
Chr2	2678000	2679000	rDNA	0	0	0	0	0	1
Chr2	2681000	2682000	rDNA	0	0	0	0	0	1
Chr2	2682000	2683000	rDNA	0	0	0	0	0	0
Chr2	2683000	2684000	rDNA	0	0	1	1	1	0
Chr2	2685000	2686000	rDNA	0	0	0	0	0	0
Chr2	2686000	2687000	rDNA	0	0	0	1	1	0
Chr2	2687000	2688000	rDNA	0	0	0	0	0	0
Chr2	2688000	2689000	rDNA	0	0	0	0	0	0
Chr2	2689000	2690000	rDNA	0	0	0	0	0	1
Chr2	2691000	2692000	rDNA	0	0	0	0	0	1
Chr2	2692000	2693000	rDNA	0	0	0	0	0	0
Chr2	2693000	2694000	rDNA	0	0	1	0	0	0
Chr2	2695000	2696000	rDNA	0	0	1	0	0	0
Chr2	2696000	2697000	rDNA	0	0	0	0	0	1
Chr2	2697000	2698000	rDNA	0	0	0	0	1	1
Chr2	2699000	2700000	rDNA	0	0	0	0	0	0
Chr2	2701000	2702000	rDNA	0	0	1	1	0	0
Chr2	2702000	2703000	rDNA	0	0	0	0	0	0
Chr2	2703000	2704000	rDNA	0	0	0	0	0	0
Chr2	2704000	2705000	rDNA	0	0	1	0	1	0
Chr2	2705000	2706000	rDNA	0	0	0	0	0	0
Chr2	2706000	2707000	rDNA	0	0	0	0	1	0
Chr2	2707000	2708000	rDNA	0	0	0	1	1	0
Chr2	2709000	2710000	rDNA	0	0	0	0	1	1
Chr2	2711000	2712000	rDNA	0	0	0	0	0	0
Chr2	2712000	2713000	rDNA	0	0	0	0	0	0
Chr2	2714000	2715000	rDNA	0	0	1	1	1	1
Chr2	2715000	2716000	rDNA	0	0	1	0	0	0
Chr2	2716000	2717000	rDNA	0	0	0	0	0	0
