chr,start,end,b,fold,padj,cat
Chr2,1464000,1465000,5579,143.683898418587,0,45S rDNA
Chr2,1465000,1466000,229,6.0787922132735,3.12801514125716e-97,45S rDNA
Chr2,1466000,1467000,629,29.1970875081712,0,45S rDNA
Chr2,1468000,1469000,193,7.30968217801508,3.42507094865743e-95,45S rDNA
Chr2,1469000,1470000,598,16.8490292572795,0,45S rDNA
Chr2,1470000,1471000,64,3.23640464966845,3.72780653213639e-14,45S rDNA
Chr2,1474000,1475000,204,5.60466606979815,9.59294409987245e-81,45S rDNA
Chr2,1475000,1476000,4644,73.4709347234748,0,45S rDNA
Chr2,1476000,1477000,135,3.58475572626883,2.16098375439166e-33,45S rDNA
Chr2,1477000,1478000,205,13.0393657250182,3.48572690675939e-147,45S rDNA
Chr2,1479000,1480000,67,3.48132154546175,2.75964272589686e-16,45S rDNA
Chr2,1480000,1481000,180,12.2990970640291,3.97767465472595e-125,45S rDNA
Chr2,1482000,1483000,373,10.2231958916548,3.61588738473822e-231,45S rDNA
Chr2,1483000,1484000,263,6.85230580612683,4.26441122367081e-123,45S rDNA
Chr2,1484000,1485000,300,3.55146442732314,2.15249624262051e-72,45S rDNA
Chr2,1485000,1486000,686,18.904136359071,0,45S rDNA
Chr2,1486000,1487000,1806,38.196149988306,0,45S rDNA
Chr2,1487000,1488000,186,4.41543442353218,2.55141256492656e-58,45S rDNA
Chr2,1488000,1489000,247,7.96486853704909,1.35697538523333e-129,45S rDNA
Chr2,1489000,1490000,198,6.39096974403315,8.6790657044966e-88,45S rDNA
Chr2,1490000,1491000,265,10.1957378210877,3.33513967792138e-164,45S rDNA
Chr2,1493000,1494000,194,6.79600734240828,2.0342178475944e-90,45S rDNA
Chr2,1495000,1496000,246,4.54731400613025,2.57143402402805e-79,45S rDNA
Chr2,1496000,1497000,3869,98.8427764409666,0,45S rDNA
Chr2,1497000,1498000,820,22.9714705769228,0,45S rDNA
Chr2,1498000,1499000,241,9.69725143181906,1.07189517723737e-144,45S rDNA
Chr2,1499000,1500000,183,5.13482274761484,7.39339522587925e-67,45S rDNA
Chr2,1500000,1501000,66,3.09011458039957,1.1426015236588e-13,45S rDNA
Chr2,1501000,1502000,134,6.13610792070637,1.138355172945e-57,45S rDNA
Chr2,1502000,1503000,236,10.4657580362472,9.60372081652688e-149,45S rDNA
Chr2,1503000,1504000,278,10.2734005255953,4.8468355628616e-173,45S rDNA
Chr2,1504000,1505000,229,8.53747688501094,2.8632845011792e-126,45S rDNA
Chr2,1506000,1507000,175,4.43204864683456,3.8827951465239e-55,45S rDNA
Chr2,1507000,1508000,3480,91.0068384412556,0,45S rDNA
Chr2,1508000,1509000,434,10.6356147245246,1.46440060765271e-275,45S rDNA
Chr2,1509000,1510000,496,13.2656705046142,0,45S rDNA
Chr2,1510000,1511000,204,5.78323444500413,4.93290108455559e-83,45S rDNA
Chr2,1511000,1512000,701,18.5637010822466,0,45S rDNA
Chr2,1512000,1513000,915,26.2611714602766,0,45S rDNA
Chr2,1513000,1514000,312,7.78015996626795,1.0509786585362e-160,45S rDNA
Chr2,1514000,1515000,575,9.93965653010929,0,45S rDNA
Chr2,1515000,1516000,305,5.8580707542623,3.7413828221452e-125,45S rDNA
Chr2,1517000,1518000,631,16.8447819668636,0,45S rDNA
Chr2,1518000,1519000,725,14.185538255942,0,45S rDNA
Chr2,1520000,1521000,191,4.0166571486593,6.96685579454593e-54,45S rDNA
Chr2,1521000,1522000,315,7.27041966749008,3.25125630910816e-154,45S rDNA
Chr2,1522000,1523000,625,16.1578293578564,0,45S rDNA
Chr2,1523000,1524000,500,12.8006373961371,0,45S rDNA
Chr2,1525000,1526000,757,11.0743800101437,0,45S rDNA
Chr2,1526000,1527000,280,5.10765843144998,2.34187488667814e-101,45S rDNA
Chr2,1528000,1529000,1970,59.5272626495963,0,45S rDNA
Chr2,1529000,1530000,818,13.9642046932618,0,45S rDNA
Chr2,1530000,1531000,312,7.30262632713886,2.85239975831047e-153,45S rDNA
Chr2,1531000,1532000,174,3.83182736600502,1.66826531977071e-46,45S rDNA
Chr2,1536000,1537000,844,12.2775993991639,0,45S rDNA
Chr2,1537000,1538000,298,5.62195502496457,6.55176615571498e-118,45S rDNA
Chr2,1539000,1540000,3879,81.4412917275854,0,45S rDNA
Chr2,1540000,1541000,351,6.85636560399356,4.48097824129485e-164,45S rDNA
Chr2,1541000,1542000,452,10.596169781237,2.71676901142429e-286,45S rDNA
Chr2,1542000,1543000,246,5.06892593077333,1.70297732763898e-88,45S rDNA
Chr2,1543000,1544000,725,17.8400230377088,0,45S rDNA
Chr2,1544000,1545000,902,24.3569160946556,0,45S rDNA
Chr2,1545000,1546000,473,11.1439283645956,1.41436382970145e-308,45S rDNA
Chr2,1546000,1547000,540,10.4453201152479,0,45S rDNA
Chr2,1547000,1548000,524,8.60942402058318,1.65587105726347e-289,45S rDNA
Chr2,1548000,1549000,254,4.01653174001014,2.16383684579592e-71,45S rDNA
Chr2,1549000,1550000,363,7.14690610235895,2.9671704830161e-175,45S rDNA
Chr2,1550000,1551000,1283,24.852123851519,0,45S rDNA
Chr2,1551000,1552000,142,3.12746750058668,3.50042767565785e-29,45S rDNA
Chr2,1552000,1553000,482,9.81262446593771,9.49619339915498e-291,45S rDNA
Chr2,1553000,1554000,422,8.30934161450666,1.33617682064168e-227,45S rDNA
Chr2,1554000,1555000,1169,28.1665786033888,0,45S rDNA
Chr2,1555000,1556000,410,11.6165874949037,1.1930527625656e-274,45S rDNA
Chr2,1556000,1557000,263,6.18175730135352,3.75247166817257e-113,45S rDNA
Chr2,1557000,1558000,703,12.1350219106342,0,45S rDNA
Chr2,1558000,1559000,227,5.13715559088426,8.85704438935985e-83,45S rDNA
Chr2,1560000,1561000,1110,17.6158688427981,0,45S rDNA
Chr2,1561000,1562000,639,11.4858195467317,0,45S rDNA
Chr2,1563000,1564000,197,4.50174499126698,5.25963328172289e-63,45S rDNA
Chr2,1564000,1565000,647,17.4876027895913,0,45S rDNA
Chr2,1565000,1566000,868,20.2535325156185,0,45S rDNA
Chr2,1566000,1567000,431,9.88849972328406,2.26662712828375e-261,45S rDNA
Chr2,1567000,1568000,236,5.34566551503511,2.4991111299758e-89,45S rDNA
Chr2,1568000,1569000,981,14.4889805582403,0,45S rDNA
Chr2,1569000,1570000,191,3.8783484005514,1.02851991336872e-51,45S rDNA
Chr2,1570000,1571000,365,5.46549877633419,1.4558439727658e-140,45S rDNA
Chr2,1571000,1572000,2621,51.3258043158317,0,45S rDNA
Chr2,1572000,1573000,235,4.01103735758236,5.24845223565829e-66,45S rDNA
Chr2,1573000,1574000,281,7.44186166466553,4.07606854597029e-140,45S rDNA
Chr2,1576000,1577000,532,12.6141348305573,0,45S rDNA
Chr2,1577000,1578000,529,13.4493417404513,0,45S rDNA
Chr2,1578000,1579000,536,11.1269447653788,0,45S rDNA
Chr2,1579000,1580000,711,12.0538233441054,0,45S rDNA
Chr2,1581000,1582000,270,5.55060138588157,1.11480182096553e-105,45S rDNA
Chr2,1582000,1583000,2328,52.6424785161077,0,45S rDNA
Chr2,1583000,1584000,165,3.03224939090062,2.70217508074684e-32,45S rDNA
Chr2,1584000,1585000,321,6.38466365397273,1.05656633611463e-141,45S rDNA
Chr2,1587000,1588000,166,5.00806612919635,2.83522891071532e-59,45S rDNA
Chr2,1588000,1589000,311,7.09790382128439,1.76389140351932e-149,45S rDNA
Chr2,1589000,1590000,859,13.7920836686283,0,45S rDNA
Chr2,1590000,1591000,231,4.50856980845819,7.34091172436486e-74,45S rDNA
Chr2,1592000,1593000,4336,69.282552140511,0,45S rDNA
Chr2,1593000,1594000,1599,27.7751896431442,0,45S rDNA
Chr2,1594000,1595000,338,8.21416186937939,5.51072139354419e-181,45S rDNA
Chr2,1595000,1596000,319,6.25233032173002,2.19771242703367e-138,45S rDNA
Chr2,1596000,1597000,326,7.73933853355157,3.15896870747891e-167,45S rDNA
Chr2,1597000,1598000,440,12.1745375309594,6.93004895089418e-303,45S rDNA
Chr2,1598000,1599000,340,7.11122747782058,1.42469900235814e-163,45S rDNA
Chr2,1599000,1600000,248,5.8285012949633,1.81493335938286e-101,45S rDNA
Chr2,1600000,1601000,918,12.5682423187982,0,45S rDNA
Chr2,1601000,1602000,188,3.63143134242943,5.64458275580636e-47,45S rDNA
Chr2,1603000,1604000,2529,58.2703164099841,0,45S rDNA
Chr2,1604000,1605000,260,4.19575301528711,8.77600475464565e-77,45S rDNA
Chr2,1605000,1606000,310,7.21700219215432,6.31754066695273e-151,45S rDNA
Chr2,1607000,1608000,120,3.02496049673509,1.36231719816083e-23,45S rDNA
Chr2,1608000,1609000,195,4.31160019114682,1.49627357134561e-59,45S rDNA
Chr2,1609000,1610000,600,13.7007335415284,0,45S rDNA
Chr2,1610000,1611000,548,12.3854909622737,0,45S rDNA
Chr2,1611000,1612000,486,7.5688959061481,8.68912810127712e-245,45S rDNA
Chr2,1613000,1614000,255,4.84681496850602,9.5779948515529e-88,45S rDNA
Chr2,1614000,1615000,3784,69.3295735540597,0,45S rDNA
Chr2,1615000,1616000,273,5.47564369113204,1.58658627395342e-105,45S rDNA
Chr2,1616000,1617000,437,10.0141086703634,3.75396417444527e-267,45S rDNA
Chr2,1617000,1618000,309,5.62743640339811,2.44152430248107e-122,45S rDNA
Chr2,1618000,1619000,888,22.5393785561355,0,45S rDNA
Chr2,1619000,1620000,572,17.2918876854412,0,45S rDNA
Chr2,1620000,1621000,330,7.39124570441827,1.48953685566237e-163,45S rDNA
Chr2,1621000,1622000,855,12.6247507754268,0,45S rDNA
Chr2,1622000,1623000,346,6.75079244040075,9.15770087668027e-160,45S rDNA
Chr2,1623000,1624000,210,3.37961523021484,1.06397044218327e-47,45S rDNA
Chr2,1624000,1625000,1243,24.6240893837672,0,45S rDNA
Chr2,1625000,1626000,811,13.7363618238662,0,45S rDNA
Chr2,1627000,1628000,195,4.04972862352063,1.61653448487823e-55,45S rDNA
Chr2,1628000,1629000,283,7.27166234894311,1.18516829757809e-138,45S rDNA
Chr2,1629000,1630000,429,10.5635132707245,2.99161988700991e-271,45S rDNA
Chr2,1630000,1631000,274,6.12498207591671,6.22918029229929e-117,45S rDNA
Chr2,1631000,1632000,270,5.73431619332814,8.10752361977655e-109,45S rDNA
Chr2,1632000,1633000,874,11.5089631201539,0,45S rDNA
Chr2,1635000,1636000,1035,27.0879191824602,0,45S rDNA
Chr2,1636000,1637000,252,4.22430680370486,5.17990490358272e-75,45S rDNA
Chr2,1637000,1638000,432,12.1445272139651,5.71420938206763e-297,45S rDNA
Chr2,1638000,1639000,254,4.90866355465016,1.62546129974287e-88,45S rDNA
Chr2,1639000,1640000,665,14.1496768309346,0,45S rDNA
Chr2,1640000,1641000,809,20.9106439636366,0,45S rDNA
Chr2,1641000,1642000,327,7.95649536002868,3.67274754031757e-171,45S rDNA
Chr2,1642000,1643000,388,7.53135194141231,7.07832049318395e-195,45S rDNA
Chr2,1643000,1644000,600,8.81299936356203,0,45S rDNA
Chr2,1646000,1647000,1890,36.8398131802993,0,45S rDNA
Chr2,1648000,1649000,168,3.9248416793393,3.17393484337344e-46,45S rDNA
Chr2,1649000,1650000,171,3.73047146973138,2.98481344164186e-44,45S rDNA
Chr2,1650000,1651000,375,11.0291961698757,1.38713373552992e-243,45S rDNA
Chr2,1651000,1652000,446,10.2437994743889,1.37259802841214e-276,45S rDNA
Chr2,1652000,1653000,322,6.46947001635185,1.06772739705158e-143,45S rDNA
Chr2,1653000,1654000,634,10.496427394428,0,45S rDNA
Chr2,1654000,1655000,369,7.50833687519977,5.93677084413412e-185,45S rDNA
Chr2,1656000,1657000,2187,34.5287414479636,0,45S rDNA
Chr2,1657000,1658000,1793,29.719098414035,0,45S rDNA
Chr2,1658000,1659000,202,4.40363670853901,4.36248619375478e-63,45S rDNA
Chr2,1659000,1660000,360,7.11723782108431,2.96567178143002e-173,45S rDNA
Chr2,1660000,1661000,278,6.4338647878634,1.29279078470792e-123,45S rDNA
Chr2,1661000,1662000,459,9.85708808944951,1.00212611598329e-277,45S rDNA
Chr2,1662000,1663000,316,7.15047438990501,9.72574269210152e-153,45S rDNA
Chr2,1663000,1664000,241,5.65502514053162,5.12082042509857e-96,45S rDNA
Chr2,1664000,1665000,855,13.7659482398668,0,45S rDNA
Chr2,1667000,1668000,2264,40.5617484034473,0,45S rDNA
Chr2,1668000,1669000,537,8.32817857976517,7.62849111094655e-290,45S rDNA
Chr2,1669000,1670000,332,7.55307428030612,3.07176340204577e-167,45S rDNA
Chr2,1672000,1673000,624,17.1307546902111,0,45S rDNA
Chr2,1673000,1674000,346,8.35331700101924,1.83448700262445e-187,45S rDNA
Chr2,1674000,1675000,228,4.92114159922734,9.79735286948413e-80,45S rDNA
Chr2,1675000,1676000,823,11.3062664094288,0,45S rDNA
Chr2,1676000,1677000,173,3.10850301700557,4.38247195165261e-35,45S rDNA
Chr2,1678000,1679000,3892,75.8258138248125,0,45S rDNA
Chr2,1679000,1680000,323,5.68885686168854,4.29739185741203e-129,45S rDNA
Chr2,1680000,1681000,448,8.72560385798829,5.95956837301316e-250,45S rDNA
Chr2,1681000,1682000,237,4.84137203443839,1.62927923548815e-81,45S rDNA
Chr2,1682000,1683000,726,17.0045778770019,0,45S rDNA
Chr2,1683000,1684000,753,21.5037561605185,0,45S rDNA
Chr2,1684000,1685000,302,6.28460003122773,1.27491148720194e-131,45S rDNA
Chr2,1685000,1686000,557,9.94981009714033,0,45S rDNA
Chr2,1686000,1687000,370,6.91511655003417,4.45417299397083e-174,45S rDNA
Chr2,1687000,1688000,224,3.32976247610119,8.17812896970453e-50,45S rDNA
Chr2,1688000,1689000,632,14.1521888405983,0,45S rDNA
Chr2,1689000,1690000,1323,23.3239877441351,0,45S rDNA
Chr2,1691000,1692000,181,4.78212555149861,1.12572507292155e-61,45S rDNA
Chr2,1692000,1693000,272,6.43675360923864,5.19897482455898e-121,45S rDNA
Chr2,1693000,1694000,428,10.6139530135947,2.02116388804868e-271,45S rDNA
Chr2,1694000,1695000,303,8.41990375033687,3.4006025115745e-165,45S rDNA
Chr2,1695000,1696000,296,6.87348869537469,8.94764945397849e-139,45S rDNA
Chr2,1696000,1697000,904,13.32223627998,0,45S rDNA
Chr2,1697000,1698000,159,3.1710029437882,3.05297866318287e-33,45S rDNA
Chr2,1699000,1700000,2732,56.0516272769108,0,45S rDNA
Chr2,1700000,1701000,939,17.4338911967146,0,45S rDNA
Chr2,1701000,1702000,335,6.84433713371983,2.03034634445324e-156,45S rDNA
Chr2,1702000,1703000,250,5.01709023846191,5.00267129599172e-89,45S rDNA
Chr2,1703000,1704000,358,9.15004530288,1.82888780793806e-206,45S rDNA
Chr2,1704000,1705000,390,10.1197288395409,4.10874153624353e-240,45S rDNA
Chr2,1705000,1706000,365,7.75482528277493,2.11245847471087e-187,45S rDNA
Chr2,1706000,1707000,211,4.44940124633961,1.35259098188695e-66,45S rDNA
Chr2,1707000,1708000,970,13.4335853492886,0,45S rDNA
Chr2,1708000,1709000,285,5.10673598223767,3.91040213496029e-103,45S rDNA
Chr2,1710000,1711000,3273,72.2170104292485,0,45S rDNA
Chr2,1711000,1712000,268,4.99759013214014,5.1306139801811e-95,45S rDNA
Chr2,1712000,1713000,363,8.38022540380962,4.4676506805257e-197,45S rDNA
Chr2,1713000,1714000,204,4.55995105796005,4.20551733819299e-66,45S rDNA
Chr2,1714000,1715000,405,10.2635186575458,1.51208198662264e-251,45S rDNA
Chr2,1715000,1716000,430,11.0658585534419,9.61878220681976e-280,45S rDNA
Chr2,1716000,1717000,340,7.07721661652096,5.76605619477503e-163,45S rDNA
Chr2,1717000,1718000,628,11.5393360978263,0,45S rDNA
Chr2,1718000,1719000,503,8.97278716425365,6.20105400876114e-286,45S rDNA
Chr2,1720000,1721000,644,7.07299382592512,9.94993956632664e-308,45S rDNA
Chr2,1721000,1722000,2907,55.0759083487577,0,45S rDNA
Chr2,1722000,1723000,213,4.41690604075813,1.0771008443886e-66,45S rDNA
Chr2,1723000,1724000,396,8.4407750518745,5.26510612442045e-216,45S rDNA
Chr2,1724000,1725000,209,4.93480498820581,2.33752279549004e-73,45S rDNA
Chr2,1725000,1726000,484,11.0866994205701,1.11253712796763e-308,45S rDNA
Chr2,1726000,1727000,265,7.15151604125224,3.08588692826068e-128,45S rDNA
Chr2,1727000,1728000,263,6.31029695760769,3.99890867852932e-115,45S rDNA
Chr2,1728000,1729000,808,11.7954784053866,0,45S rDNA
Chr2,1731000,1732000,3271,53.4253020756301,0,45S rDNA
Chr2,1732000,1733000,332,6.33472038758102,1.41579660320055e-145,45S rDNA
Chr2,1733000,1734000,368,9.35309439459374,2.47439465439944e-215,45S rDNA
Chr2,1734000,1735000,193,4.34976696982863,1.62152613270205e-59,45S rDNA
Chr2,1735000,1736000,383,10.2188784006595,2.80182401413667e-237,45S rDNA
Chr2,1736000,1737000,462,11.8634399564574,1.1125525622111e-308,45S rDNA
Chr2,1737000,1738000,352,7.77826634042004,3.67037064443973e-181,45S rDNA
Chr2,1738000,1739000,459,9.83335513257283,2.70305631554709e-277,45S rDNA
Chr2,1739000,1740000,696,10.5417287288097,0,45S rDNA
Chr2,1742000,1743000,5167,105.56623871621,0,45S rDNA
Chr2,1743000,1744000,474,9.68521466085189,1.59027655860289e-283,45S rDNA
Chr2,1744000,1745000,868,21.9704543882682,0,45S rDNA
Chr2,1745000,1746000,206,4.2466771959399,7.94291410215607e-62,45S rDNA
Chr2,1746000,1747000,477,11.0031500349872,1.29771656535496e-308,45S rDNA
Chr2,1747000,1748000,375,9.44170764363252,8.78275479436726e-221,45S rDNA
Chr2,1748000,1749000,290,6.63412797508077,3.52995494472579e-132,45S rDNA
Chr2,1749000,1750000,778,12.4148837705408,0,45S rDNA
Chr2,1750000,1751000,385,6.88132827578786,2.1196515870706e-180,45S rDNA
Chr2,1752000,1753000,1068,17.7014407450222,0,45S rDNA
Chr2,1753000,1754000,805,13.5044901076626,0,45S rDNA
Chr2,1756000,1757000,281,5.92831584952201,1.40347362755864e-116,45S rDNA
Chr2,1757000,1758000,419,9.32051388431885,1.72886317015687e-244,45S rDNA
Chr2,1758000,1759000,280,6.34446848340937,4.58706402582545e-123,45S rDNA
Chr2,1759000,1760000,277,6.46565761671176,1.12905309096737e-123,45S rDNA
Chr2,1760000,1761000,845,11.5423643912168,0,45S rDNA
Chr2,1763000,1764000,2596,40.710007535426,0,45S rDNA
Chr2,1764000,1765000,393,6.18840441781536,8.26372909763909e-169,45S rDNA
Chr2,1765000,1766000,343,8.75046515760756,6.01823871026774e-192,45S rDNA
Chr2,1767000,1768000,152,3.43287261200167,1.8378705792851e-35,45S rDNA
Chr2,1768000,1769000,140,3.32285425519641,2.52516075231824e-31,45S rDNA
Chr2,1770000,1771000,325,7.13987050198231,6.97453450512588e-157,45S rDNA
Chr2,1771000,1772000,985,12.948059050719,0,45S rDNA
Chr2,1772000,1773000,233,4.21420713235261,3.11350724539674e-69,45S rDNA
Chr2,1773000,1774000,212,3.1444947139562,1.51816812693564e-43,45S rDNA
Chr2,1774000,1775000,3446,62.4368509656783,0,45S rDNA
Chr2,1775000,1776000,262,4.72633950670418,7.22767804983094e-88,45S rDNA
Chr2,1776000,1777000,347,7.90735680380487,9.19978376155047e-181,45S rDNA
Chr2,1777000,1778000,208,3.91758874134451,6.34523640887092e-57,45S rDNA
Chr2,1778000,1779000,414,9.86064066557513,1.21650759413183e-250,45S rDNA
Chr2,1779000,1780000,438,10.6128244922851,1.00779562928655e-277,45S rDNA
Chr2,1780000,1781000,351,8.799260089573,3.73792840319552e-197,45S rDNA
Chr2,1781000,1782000,804,13.4843246189134,0,45S rDNA
Chr2,1782000,1783000,323,5.91522465667889,1.28388877107208e-133,45S rDNA
Chr2,1784000,1785000,1145,23.2792987064633,0,45S rDNA
Chr2,1785000,1786000,1544,29.4252108466351,0,45S rDNA
Chr2,1786000,1787000,160,4.05446680844167,9.44327707914331e-46,45S rDNA
Chr2,1787000,1788000,313,6.66488154201849,3.93956712465807e-143,45S rDNA
Chr2,1788000,1789000,131,3.1194121823017,7.10091053873398e-27,45S rDNA
Chr2,1790000,1791000,305,7.65422757844602,3.06705088101796e-155,45S rDNA
Chr2,1791000,1792000,278,6.64789146529054,5.87804157041258e-127,45S rDNA
Chr2,1792000,1793000,1025,15.0114863275401,0,45S rDNA
Chr2,1793000,1794000,289,4.9920939607458,2.75299381682189e-102,45S rDNA
Chr2,1795000,1796000,3253,67.8145472746681,0,45S rDNA
Chr2,1796000,1797000,804,14.5246691008816,0,45S rDNA
Chr2,1797000,1798000,386,9.00203389667137,4.08010398218676e-220,45S rDNA
Chr2,1798000,1799000,229,4.40300128427455,2.10990755584247e-71,45S rDNA
Chr2,1799000,1800000,501,12.8657242697111,0,45S rDNA
Chr2,1800000,1801000,634,17.0613681386007,0,45S rDNA
Chr2,1801000,1802000,332,8.18811871471437,2.18528826904525e-177,45S rDNA
Chr2,1802000,1803000,257,5.49171800630004,1.17725710195356e-99,45S rDNA
Chr2,1803000,1804000,958,11.9983413314238,0,45S rDNA
Chr2,1804000,1805000,189,3.3584673250331,1.20671708813723e-42,45S rDNA
Chr2,1806000,1807000,4153,76.8854056538099,0,45S rDNA
Chr2,1807000,1808000,325,5.50377600106283,4.66906941672312e-126,45S rDNA
Chr2,1808000,1809000,494,11.4999735609928,0,45S rDNA
Chr2,1809000,1810000,310,6.03516413200088,1.59621917010296e-130,45S rDNA
Chr2,1810000,1811000,775,17.897857408995,0,45S rDNA
Chr2,1811000,1812000,416,9.44798854818411,6.20013985333883e-245,45S rDNA
Chr2,1812000,1813000,294,7.19816299980698,6.79969556150983e-143,45S rDNA
Chr2,1813000,1814000,609,9.69065684101503,0,45S rDNA
Chr2,1814000,1815000,407,7.21784049360995,6.8861033116694e-198,45S rDNA
Chr2,1815000,1816000,242,3.96553112076049,4.74385379061386e-67,45S rDNA
Chr2,1816000,1817000,949,18.1350325454999,0,45S rDNA
Chr2,1817000,1818000,2665,47.9584941171624,0,45S rDNA
Chr2,1818000,1819000,187,3.84154411571846,4.49657260192252e-50,45S rDNA
Chr2,1819000,1820000,393,9.23737878111001,5.21513315563505e-228,45S rDNA
Chr2,1820000,1821000,280,7.5157942327765,1.16387341405531e-140,45S rDNA
Chr2,1821000,1822000,474,11.1766955122816,1.13151342505262e-308,45S rDNA
Chr2,1822000,1823000,307,7.15215039795244,1.93586728994391e-148,45S rDNA
Chr2,1823000,1824000,256,5.6357712813008,1.24595292139148e-101,45S rDNA
Chr2,1824000,1825000,926,13.9951702848897,0,45S rDNA
Chr2,1825000,1826000,228,3.96353483294692,3.51614421591111e-63,45S rDNA
Chr2,1827000,1828000,2247,50.6535101974369,0,45S rDNA
Chr2,1828000,1829000,879,14.7286182324773,0,45S rDNA
Chr2,1829000,1830000,328,7.45741250254858,1.15345283900473e-163,45S rDNA
Chr2,1830000,1831000,243,5.37202721254052,2.23817900775105e-92,45S rDNA
Chr2,1831000,1832000,303,7.04216352093127,9.13383359748909e-145,45S rDNA
Chr2,1832000,1833000,393,9.67527960748949,4.52110520939293e-235,45S rDNA
Chr2,1833000,1834000,332,7.76938090785434,8.96694614552112e-171,45S rDNA
Chr2,1834000,1835000,159,3.77761977703885,7.78438343087115e-42,45S rDNA
Chr2,1835000,1836000,689,9.7129990884961,0,45S rDNA
Chr2,1836000,1837000,194,3.43922624297027,3.63587602824023e-45,45S rDNA
Chr2,1838000,1839000,3304,63.3650067214225,0,45S rDNA
Chr2,1839000,1840000,297,4.85506530220041,3.08880937242516e-102,45S rDNA
Chr2,1840000,1841000,344,7.56059691439246,2.21531881205786e-173,45S rDNA
Chr2,1841000,1842000,169,3.60685813549104,6.05959162062973e-42,45S rDNA
Chr2,1842000,1843000,355,8.88896241020978,8.90072005299665e-201,45S rDNA
Chr2,1843000,1844000,438,10.1969256779471,7.37333595887251e-271,45S rDNA
Chr2,1844000,1845000,283,6.65967172398358,2.07229839073919e-129,45S rDNA
Chr2,1845000,1846000,529,9.2120942491353,4.79833669694418e-306,45S rDNA
Chr2,1846000,1847000,433,7.9763942328973,9.00533977901229e-227,45S rDNA
Chr2,1848000,1849000,409,5.96008336209294,4.49058749562939e-170,45S rDNA
Chr2,1849000,1850000,1720,34.3009648835546,0,45S rDNA
Chr2,1851000,1852000,186,4.26107863724209,4.13411254818654e-56,45S rDNA
Chr2,1852000,1853000,232,5.1119146796319,3.46948779305119e-84,45S rDNA
Chr2,1853000,1854000,462,11.0969777589106,5.19017840281026e-301,45S rDNA
Chr2,1854000,1855000,302,8.25631498025759,2.16142686773734e-162,45S rDNA
Chr2,1855000,1856000,297,6.82232628719505,2.02968002885078e-138,45S rDNA
Chr2,1856000,1857000,996,15.388266785004,0,45S rDNA
Chr2,1857000,1858000,362,5.96045009729101,1.20929950975101e-150,45S rDNA
Chr2,1859000,1860000,4070,54.9460206563692,0,45S rDNA
Chr2,1860000,1861000,1407,25.4871670474074,0,45S rDNA
Chr2,1861000,1862000,464,9.35202995653589,2.94160892127324e-271,45S rDNA
Chr2,1862000,1863000,663,12.8924195390717,0,45S rDNA
Chr2,1863000,1864000,305,7.99444887497422,2.94291613552306e-160,45S rDNA
Chr2,1864000,1865000,353,8.1217370583326,1.86459474903435e-187,45S rDNA
Chr2,1865000,1866000,257,5.68184042858209,8.98937368088347e-103,45S rDNA
Chr2,1866000,1867000,185,4.08282690205402,3.33795962839435e-53,45S rDNA
Chr2,1867000,1868000,609,9.70068019614359,0,45S rDNA
Chr2,1868000,1869000,182,3.25124996300136,2.64175094941421e-39,45S rDNA
Chr2,1870000,1871000,2867,53.1708239709402,0,45S rDNA
Chr2,1871000,1872000,285,4.73900009381574,9.03478245136155e-96,45S rDNA
Chr2,1872000,1873000,366,8.374162355253,1.34847668272747e-198,45S rDNA
Chr2,1873000,1874000,179,3.46678460179255,3.57552986105629e-42,45S rDNA
Chr2,1874000,1875000,323,7.43962677712996,6.80342467865588e-161,45S rDNA
Chr2,1875000,1876000,459,9.94455967901012,2.62730235557773e-279,45S rDNA
Chr2,1876000,1877000,265,6.5514351385564,1.23343452034675e-119,45S rDNA
Chr2,1877000,1878000,330,6.40304804506132,5.35287089802707e-146,45S rDNA
Chr2,1878000,1879000,360,5.45839963611105,1.74997444960566e-138,45S rDNA
Chr2,1881000,1882000,1503,29.9198129879689,0,45S rDNA
Chr2,1883000,1884000,446,10.4049499642849,2.57170249982688e-279,45S rDNA
Chr2,1884000,1885000,355,7.8023601878178,4.11380041222386e-183,45S rDNA
Chr2,1885000,1886000,774,19.175389668321,0,45S rDNA
Chr2,1886000,1887000,473,14.321768190888,0,45S rDNA
Chr2,1887000,1888000,251,5.91080329209805,5.94484028946579e-104,45S rDNA
Chr2,1888000,1889000,593,9.11021505914295,0,45S rDNA
Chr2,1889000,1890000,313,5.03056366218904,1.51281435850196e-111,45S rDNA
Chr2,1891000,1892000,489,5.95183529076576,6.40838860222163e-203,45S rDNA
Chr2,1892000,1893000,1237,24.1350585224732,0,45S rDNA
Chr2,1894000,1895000,366,8.05429190529967,3.63281411771982e-193,45S rDNA
Chr2,1895000,1896000,247,6.06858763113079,1.16381840074565e-104,45S rDNA
Chr2,1896000,1897000,471,10.8741425751485,4.33027274666823e-303,45S rDNA
Chr2,1897000,1898000,263,5.67719206580178,4.47136787772381e-105,45S rDNA
Chr2,1898000,1899000,247,5.55242379432621,8.93453695730985e-97,45S rDNA
Chr2,1899000,1900000,602,8.59793724009999,0,45S rDNA
Chr2,1901000,1902000,571,4.15586302497395,8.3415505194042e-166,45S rDNA
Chr2,1902000,1903000,3025,55.9404171299318,0,45S rDNA
Chr2,1903000,1904000,211,4.17231620650385,4.48920552116306e-62,45S rDNA
